sex,rings,length_mm,diameter_mm,height_mm,whole_weight_g,shucked_weight_g,viscera_weight_g,shell_weight_g
I,10,107,80,28.999999999999996,141,61.3,27.3,44
I,9,107,90,27,145.6,56.89999999999999,36.9,53
F,10,111.00000000000001,88,28.000000000000004,169.2,69.19999999999999,34.300000000000004,54.7
M,10,111.00000000000001,92,32,172,66.9,38.7,55.00000000000001
M,9,112.00000000000001,93,28.999999999999996,177.5,66.9,44,53.900000000000006
F,9,112.00000000000001,86,28.999999999999996,179.6,77.9,46.5,49
I,9,112.99999999999999,86,25,130.9,56.3,27.800000000000004,42
I,10,114.99999999999999,90,28.999999999999996,159,72.8,30.099999999999998,52
M,9,114.99999999999999,93,24,210.70000000000002,103.2,43.7,47
F,9,114.99999999999999,92,30,185.4,66.60000000000001,41.4,59.699999999999996
I,9,115.99999999999999,84,28.000000000000004,140.2,65.7,20.4,45.1
M,8,115.99999999999999,90,31,165.5,64.2,39.5,48.9
F,13,117,84,31,196.9,88.4,43.1,57.49999999999999
M,9,117,94,28.999999999999996,191.3,80.5,47.3,53
I,9,118,90,25,172,87.4,30.3,49
M,10,119,96,37,235.70000000000002,105.2,59.5,62.8
M,10,123,96,37,244.1,99.7,63,66
M,10,123,91,26,193.70000000000002,98,36.4,53.1
F,11,124,100,35,221.4,97.89999999999999,48,68.60000000000001
I,12,124,96,36,226.10000000000002,105.69999999999999,53.1,61.199999999999996
M,11,124,96,31,251.10000000000002,105.4,74.8,63.5
M,9,125,99,31,235.4,101.1,55.60000000000001,69
M,10,125,100,37,248.5,119.9,49.6,67
M,12,126,98,32,218.00000000000003,81.39999999999999,44.800000000000004,70.8
F,8,126,95,30,214.4,86.6,59.5,63
F,10,129,102,31,225.8,100.29999999999998,48,68.4
F,10,130,101,35,241.5,102.1,52.400000000000006,78
F,11,130,99,35,245.4,105.60000000000001,51.6,74
F,13,131,104,35,294.4,125.49999999999999,54,90
F,14,133,105,36,315.7,135.60000000000002,45.800000000000004,91.2
M,10,134,104,35,295.1,125.49999999999999,75.8,74.8
M,12,135,108,35,310.9,132.9,55.60000000000001,102.4
F,11,135,108,42,318.6,137.20000000000002,63.6,90
M,13,139,115.99999999999999,40,379.9,135,95.6,105.89999999999999
F,10,139,107,35,272.2,109.3,56.3,93
F,11,141,112.00000000000001,34,291.5,121.39999999999999,63.6,88
M,12,148,115.99999999999999,41,476.19999999999993,163.1,93.89999999999999,97.6
I,3,41,31,9,9.9,4.7,2.1999999999999997,2.8000000000000003
I,6,61,46,15,29.099999999999998,11.899999999999999,6.1,10
I,7,64,46,12,25.8,12.3,5.5,7.1
I,7,71,54,20,45.1,22,8.4,12.8
M,9,85,61,22,71.8,34.599999999999994,17.5,19.5
I,8,85,62,19,70.1,32.9,14.2,20
F,8,90,73,23,117.7,63.6,24.2,26.5
M,10,103,77,26,124.6,57.099999999999994,25.7,35
F,8,104,75,27,107.5,44.2,23.400000000000002,34
I,8,105,80,25,113.1,48.699999999999996,23.799999999999997,35
M,9,111.00000000000001,89,26,172.5,84.5,31,48
F,12,122,98,34,227.4,92.10000000000001,56.49999999999999,68.8
I,8,70,52,19,44.2,19.7,8.6,14.000000000000002
I,6,76,55.00000000000001,19,48.5,21.2,9.700000000000001,42
I,8,92,68,20,77.2,36.1,17.5,19.3
M,8,93,71,24,106.3,54.50000000000001,19.400000000000002,27.900000000000002
M,8,95,77,24,112.4,57.8,18.099999999999998,30.599999999999998
M,9,112.99999999999999,89,28.000000000000004,167.2,81.2,32.1,44.9
M,8,113.99999999999999,90,28.000000000000004,185.5,95.39999999999999,32.1,50.3
M,10,113.99999999999999,88,28.999999999999996,176.29999999999998,72.1,39.1,54.7
M,10,119,92,31,206,85.5,41.4,66.10000000000001
F,9,121,96,35,233.70000000000002,96.3,46.1,71.2
F,9,123,91,27,211.79999999999998,94.69999999999999,52.6,54.800000000000004
M,7,124,92,34,225.4,107,52.7,59.199999999999996
M,11,125,94,34,233.3,92.10000000000001,51.300000000000004,78.9
F,10,136,104,37,308.2,119.7,79,91.5
M,11,136,108,39,356.5,111.3,64.7,85.7
M,11,136,104,35,308.59999999999997,150.5,70.19999999999999,74.8
F,12,142,111.00000000000001,34,294,107.5,76,86.2
M,14,100,77,24,126.69999999999999,46.1,25,47
F,10,109.00000000000001,84,35,150.8,51.2,35.5,55.00000000000001
F,14,92,73,23,89.7,33,16.6,34
M,11,107,82,30,162.1,69,37.4,48
M,6,67,52,15,44,17.1,8,17
F,7,85,70,20,88.5,35,15.1,35
M,9,82,65,20,71.1,29.2,14.399999999999999,21
I,4,34,21,7.000000000000001,6.800000000000001,2.4,1.7000000000000002,1
I,8,67,50,19,37,15.9,9.9,11
M,8,104,85,25,158,74.4,41,38
F,9,106,82,28.999999999999996,165.1,75,40.8,49
M,11,100,84,25,124,51,30,41
F,9,123,95,28.999999999999996,190.5,78.3,39,64
M,16,114.99999999999999,90,32,191,88,33.7,54
M,14,113.99999999999999,90,31,182,65.2,37.9,71
M,11,91,70,21,83.2,32.5,19.400000000000002,28.999999999999996
I,6,74,55.00000000000001,17,40.9,19.2,11.200000000000001,16
M,9,89,74,25,103,49.9,17.4,31.8
F,14,135,107,44,320.8,123.50000000000001,85.1,90.60000000000001
M,6,77,60,23,68.7,32.9,17,20.5
F,7,75,59,22,60.099999999999994,25.1,11.5,20.7
M,10,112.00000000000001,88,26,165.1,48.5,40.400000000000006,56.99999999999999
M,12,110.00000000000001,82,30,157,56.39999999999999,37.2,55.00000000000001
F,9,113.99999999999999,93,31,193.70000000000002,89.2,52.2,51
F,11,97,80,31,146.2,47.199999999999996,36.6,51
M,8,82,67,23,88.1,38,17,27
I,9,67,51,17,35.699999999999996,14.2,8.1,11
M,16,131,103,40,274.6,88.6,67.5,98
F,12,112.99999999999999,90,33,195.3,64.4,48.8,74
F,9,113.99999999999999,88,38,203.6,89.4,41.4,53
F,14,110.00000000000001,93,30,216.4,71.5,38.800000000000004,38
F,14,126,95,35,284.6,83.1,67.7,98
M,10,95,74,25,131,53.2,34.5,37
F,18,131,100,36,283.1,101.6,62.8,89
I,5,64,47,13,27.700000000000003,11.600000000000001,4.5,10
M,19,105,79,33,156.4,56.99999999999999,28.1,56.99999999999999
F,10,105,86,33,143.4,57.8,34.9,39
F,15,100,78,26,127.1,50.1,32.7,39
F,8,88,68,27,79.5,30.099999999999998,18.9,27
F,9,98,77,32,131.20000000000002,49.1,34.2,41
M,15,109.00000000000001,88,33,148.8,57.49999999999999,40.8,50
F,12,90,72,22,89.4,40.6,16.400000000000002,26
F,9,103,80,23,115.6,38.2,28.9,34
I,5,66,50,15,28.1,11.200000000000001,7.000000000000001,10
F,12,105,82,30,141.6,54.800000000000004,30.2,50
M,9,59,45,18,27.700000000000003,9.6,9.2,10
M,16,109.00000000000001,90,32,172.3,58.5,30.9,73
F,15,129,100,45,325.2,117.39999999999999,81.10000000000001,82
M,10,90,71,23,95.6,36,23.7,31
F,15,122,98,34,235.5,113.1,47.699999999999996,59
I,7,76,60,20,57.199999999999996,26.1,11.200000000000001,18
F,10,112.99999999999999,91,26,211.60000000000002,87.8,52.900000000000006,60
F,15,134,109.00000000000001,32,308.3,119.7,51.300000000000004,99
M,10,108,85,24,163.39999999999998,58.9,30.599999999999998,39
I,9,57.99999999999999,45,15,30.4,14.2,11.799999999999999,9
I,7,82,66,21,67,30.5,14.799999999999999,22
F,7,92,75,24,98.3,44.1,17.599999999999998,34
F,9,112.00000000000001,88,31,194.1,86.3,52.6,51
F,12,114.99999999999999,90,20,186.3,86.2,44.4,47
M,12,124,100,40,244.20000000000002,92.10000000000001,52.6,86
M,16,103,80,28.000000000000004,147.3,59.099999999999994,36.8,37
F,12,112.00000000000001,92,36,194,68.4,39.2,71
F,13,100,80,30,161.7,54.6,22.400000000000002,59
I,9,87,71,25,81.5,30.7,14.799999999999999,33
M,12,99,76,27,125.89999999999999,52.6,28.499999999999996,43
F,13,119,100,36,210.6,88.1,38.4,78
M,14,152,114.99999999999999,38,365.8,140.7,77.2,112.00000000000001
F,17,123,100,33,235.3,97.6,48.8,69
F,10,112.99999999999999,92,30,175.29999999999998,69.1,38.5,55.00000000000001
I,4,28.000000000000004,21,7.000000000000001,2.9000000000000004,1,0.7000000000000001,1
M,15,89,69,28.000000000000004,95.19999999999999,41.099999999999994,20.3,21.7
F,12,105,86,25,162.6,66.3,33.2,35.5
I,4,32,24,4,3.5999999999999996,1.5,0.8999999999999999,1
M,16,127,96,47,212.8,82.6,45.6,72
M,16,114.99999999999999,94,33,170.6,58.4,35.8,70
M,6,76,54,19,43.8,16.7,10.299999999999999,14.000000000000002
M,4,49,36,13,12.7,4.9,2.7,4
I,13,96,78,30,125.49999999999999,55.2,26.8,37
I,9,91,73,27,88.2,30.3,23.3,28.999999999999996
F,10,91,75,25,91.60000000000001,39.7,22.2,24
M,13,91,71,27,94.89999999999999,37.3,18.7,33.6
I,10,71,54,20,43.2,16.6,7.3999999999999995,15
I,15,104,81,28.000000000000004,135.3,57.3,29.2,41
I,11,108,80,28.999999999999996,151.4,63,36.199999999999996,43
I,19,104,78,28.000000000000004,146.5,48.3,28.799999999999997,52
I,11,112.00000000000001,89,33,205.7,90.7,50.6,55.00000000000001
F,10,104,82,32,142.4,56.89999999999999,30.599999999999998,45
I,13,123,92,38,213.20000000000002,86.7,45.2,66
F,18,129,98,38,261.3,95.8,71.3,69
I,11,112.99999999999999,86,27,170.9,64.2,35.5,55.00000000000001
M,8,59,46,17,25,8.4,5.7,8.6
M,10,75,56.00000000000001,19,44.5,17.5,8.6,16
I,10,105,80,28.000000000000004,139.1,48.1,32,50.6
M,12,79,56.00000000000001,16,53.2,19.900000000000002,13.200000000000001,18
F,20,100,80,33,142.1,54,29.099999999999998,45
F,8,94,70,23,97.39999999999999,39.1,25.4,31
I,14,115.99999999999999,84,32,145.6,54.50000000000001,38,38
I,12,100,76,31,133.5,54.900000000000006,31.2,36
I,10,145,110.00000000000001,44,409.90000000000003,154.7,88.1,131
F,16,130,103,43,299.6,112.79999999999998,64.60000000000001,85
F,21,134,107,37,319.4,125.49999999999999,70,94
I,17,110.00000000000001,88,33,172.10000000000002,62.4,33.800000000000004,60
F,11,98,74,23,108.2,34.2,23.5,37
I,6,47,36,12,11.600000000000001,4.3999999999999995,2.9000000000000004,3.5999999999999996
I,5,47,35,16,12.9,4.3,3.5000000000000004,4.3
M,11,104,82,23,154,52.6,31.4,52
F,13,95,80,23,108.2,37.2,20.5,42
M,13,106,85,22,147.8,47.4,32.2,59
F,10,70,55.00000000000001,13,41,14.899999999999999,9.3,14.000000000000002
M,14,111.00000000000001,84,28.999999999999996,173.9,61.5,51.5,50
M,11,101,78,21,131.1,51.9,36,38
F,15,108,88,32,218.1,78.2,45.9,71
F,11,105,80,23,125.89999999999999,51.1,28.799999999999997,36
M,14,110.00000000000001,90,35,219.70000000000002,75.3,43,80
M,20,110.00000000000001,88,32,198.2,69.6,33.6,75
I,6,47,35,13,12.3,4.1000000000000005,4,3.8
M,13,105,82,33,160.1,52.7,39.7,50
M,16,95,73,28.000000000000004,123.50000000000001,40.400000000000006,28.9,38
F,12,106,80,33,154.4,57.099999999999994,39.5,46
F,13,105,83,30,143.1,47.099999999999994,34.2,54
F,13,106,85,26,143.4,42.3,33.2,51
F,13,93,78,22,127.1,36.3,31.4,45
I,5,63,47,16,36,16,9,9.4
I,8,93,71,24,116.10000000000001,51,18.3,36.8
M,7,97,77,21,111.20000000000002,59.199999999999996,20.8,26.6
I,9,98,77,24,118.19999999999999,54.2,22.5,35.5
F,12,103,79,28.000000000000004,137.20000000000002,56.2,25.1,44
F,10,111.00000000000001,88,31,203.2,98.7,37.1,52.6
F,9,122,100,36,287.59999999999997,103.69999999999999,74.7,66.9
F,11,136,110.00000000000001,38,361.4,164.5,73.1,103
M,11,138,110.00000000000001,39,355.4,153.8,76,86.1
M,10,139,110.00000000000001,41,434.6,226.6,93.30000000000001,99.2
F,10,144,114.99999999999999,39,430.1,214.9,76.4,117
I,4,54,41,15,23.599999999999998,11.799999999999999,6.2,6.1
I,5,54,38,12,19.8,8.9,3.4000000000000004,6
I,6,59,44,14.000000000000002,27.3,11.5,5.8999999999999995,7.000000000000001
I,6,59,44,13,25.900000000000002,10.4,5.6000000000000005,7.000000000000001
I,6,63,46,14.000000000000002,32.800000000000004,12.5,8,9
I,6,75,57.99999999999999,19,57.49999999999999,24.6,12.1,16
I,6,76,60,18,55.400000000000006,33.1,12.5,16.400000000000002
I,6,77,56.99999999999999,18,49.6,18.7,13.200000000000001,14.000000000000002
I,6,80,59,19,50.4,22.1,11.5,13.200000000000001
M,8,83,63,24,80.30000000000001,39.800000000000004,17.4,19.400000000000002
I,7,83,66,20,78.10000000000001,38.5,15.1,20.5
I,8,84,64,23,81.8,41.099999999999994,18.7,21
I,6,88,66,27,81.89999999999999,32.6,20.1,23.799999999999997
I,7,90,70,27,98.8,44.1,18.9,28.1
I,7,95,70,24,98.1,40.699999999999996,26,27
M,8,97,78,24,119.8,50.2,26.900000000000002,33.800000000000004
M,6,99,75,23,124.9,56.39999999999999,28.599999999999998,31
F,7,105,82,23,154.9,83.2,32.6,36
M,8,112.99999999999999,91,30,195.9,88.8,41,55.00000000000001
I,6,115.99999999999999,87,30,178.29999999999998,72.6,38.5,50.3
F,6,117,90,25,174.8,70.89999999999999,41.5,45
M,10,120,93,31,252.4,124.9,49.1,66
M,11,126,96,37,242,106,51.1,64.4
F,10,129,105,34,274,122.7,56.599999999999994,68
F,11,131,109.00000000000001,37,351.79999999999995,137.3,62.6,109.4
M,8,133,103,33,277.09999999999997,124.2,60.4,68.89999999999999
F,11,134,104,39,361.3,151.6,74.7,101.1
M,10,134,102,40,318.9,134.1,76.9,90.10000000000001
M,9,137,102,36,290.9,126.29999999999998,62.1,74.5
M,10,140,120,46,400.6,162.1,80.9,115.10000000000001
M,12,144,120,47,447.70000000000005,196.8,82.19999999999999,124.2
I,4,37,27,9,6.4,2.1999999999999997,1.3,2
I,5,49,35,11,15.7,8,3.5999999999999996,4
I,6,63,46,0,26.8,11.5,5.7,70.1
I,6,72,54,18,41.5,19.6,7.8,12.4
I,6,75,56.00000000000001,16,44.7,23,8.6,11
I,6,83,62,19,68,36.199999999999996,11.4,16.6
I,7,91,70,27,107.3,57.099999999999994,17.1,26.5
I,6,96,70,21,127,70.39999999999999,25.4,27
I,8,97,75,25,112.4,50.1,26.900000000000002,30.5
I,8,102,78,25,119.39999999999999,58.599999999999994,25.3,31.1
M,10,104,79,25,116.3,51.300000000000004,25.3,34
F,9,111.00000000000001,86,28.000000000000004,150.89999999999998,70.5,36.7,40.300000000000004
M,9,117,93,30,196,86.3,50.9,49.4
F,11,117,92,30,200.70000000000002,100.6,42.1,50.3
M,12,117,91,31,226.6,110.3,44.6,61
M,8,122,98,32,229.2,119.39999999999999,49.2,53
M,9,122,95,30,228.39999999999998,124,47.4,49
M,9,123,106,34,224.00000000000003,115.5,41.9,57.199999999999996
F,8,124,93,28.000000000000004,202.2,95.8,47.699999999999996,51
M,8,125,101,35,226.2,108.5,45.300000000000004,64.60000000000001
M,10,125,96,35,213,97.3,51.800000000000004,56.99999999999999
M,10,127,96,28.999999999999996,236.20000000000002,133,45.800000000000004,45
F,9,128,105,35,276.4,129.20000000000002,62.3,74
M,11,132,101,38,287.7,135.5,56.99999999999999,35.6
M,8,132,97,31,245.5,122,54.800000000000004,60
M,10,132,103,31,288.3,141.1,71.1,67
F,11,136,110.00000000000001,35,294.6,142.6,56.39999999999999,85.9
F,10,138,115.99999999999999,39,331.59999999999997,141.6,72.3,94.3
M,11,144,109.00000000000001,39,349.5,164.3,76.6,94.1
I,6,55.00000000000001,40,14.000000000000002,19.2,7.3999999999999995,4.5,6
I,6,66,49,13,28.9,11.600000000000001,6.4,10.100000000000001
I,7,66,52,17,39.300000000000004,18.3,8.5,11
I,7,73,56.00000000000001,18,39.2,17.299999999999997,7.199999999999999,12.1
I,6,73,54,18,43.1,20.1,9.8,13.100000000000001
I,8,84,62,20,56.10000000000001,22.5,12.3,18.5
I,7,87,67,22,66.8,27.1,15.5,19.3
I,7,87,65,20,73.2,34.8,14.499999999999998,21.8
I,8,88,65,22,99.3,51.6,23.9,21.5
I,8,97,73,18,130.20000000000002,63.3,26.400000000000002,36
I,10,99,77,25,102.49999999999999,41.5,23.1,34.4
M,7,102,81,25,138.5,65.4,31,36.1
I,11,104,82,28.000000000000004,119.9,48.4,27.500000000000004,36.4
I,8,108,84,28.000000000000004,148,71.89999999999999,31.8,39.7
I,10,108,83,31,140.39999999999998,64.4,33.4,38
I,11,110.00000000000001,89,25,134.4,57.599999999999994,27.3,42
I,11,112.00000000000001,88,31,162.20000000000002,73.7,35.6,47
F,12,114.99999999999999,90,24,191.70000000000002,89.4,33.800000000000004,55.00000000000001
I,10,114.99999999999999,90,30,171.6,89.8,33.2,43
F,10,114.99999999999999,92,33,191.5,96.3,38.9,47.199999999999996
F,8,115.99999999999999,92,27,185.20000000000002,80.5,41.6,55.00000000000001
F,10,115.99999999999999,85,31,174.6,72.3,49.8,47.8
M,9,118,90,32,199.6,89,42.8,60.199999999999996
M,11,120,92,31,133.1,56.99999999999999,29.799999999999997,53.800000000000004
M,11,124,97,28.999999999999996,200.59999999999997,93.10000000000001,43.9,56.00000000000001
F,13,125,99,32,246.8,126.69999999999999,38.4,70
M,9,125,99,31,204.99999999999997,92,38.9,68
M,9,125,99,35,258.70000000000005,116.10000000000001,63.4,71
M,10,125,100,35,211.3,92.30000000000001,51.6,61
M,13,125,94,28.999999999999996,357.1,135,49.4,64.9
F,10,125,97,33,245.1,101.49999999999999,59.199999999999996,72
F,10,127,100,36,251.29999999999998,107.80000000000001,58.4,70
F,9,129,100,30,231.8,93.5,67.10000000000001,62
M,11,129,102,33,280.6,115.10000000000001,50.3,90.9
F,11,138,107,37,365.2,159.4,81.8,99.8
F,10,139,112.00000000000001,37,354.3,163.9,66.2,87.4
M,8,103,78,24,122.50000000000001,60.4,27.3,28.299999999999997
I,8,109.00000000000001,81,26,131.6,65.4,28.9,34.8
M,10,124,93,28.999999999999996,182.20000000000002,75,42.9,55.60000000000001
M,9,126,98,30,239.1,116.9,51.4,60
F,11,126,103,32,267.2,110.60000000000001,64.1,70
F,9,128,98,36,272,130.6,69.39999999999999,61
I,6,74,55.00000000000001,16,46.5,18.6,11.200000000000001,14.399999999999999
I,7,79,62,17,63.4,30.599999999999998,10.100000000000001,18.7
I,6,80,60,23,63.6,26.700000000000003,14.499999999999998,18.7
I,7,82,61,20,52.900000000000006,20,13.100000000000001,17
I,8,91,67,21,81.10000000000001,35,18.4,23.7
I,7,96,67,25,104.80000000000001,49.2,21.9,28.999999999999996
I,8,97,75,22,92.80000000000001,40.300000000000004,18,29.799999999999997
I,8,100,72,24,87.8,37.5,21.099999999999998,26.1
I,9,103,79,25,116.10000000000001,47.3,21.5,38
I,8,104,80,28.000000000000004,124.4,55.60000000000001,29.099999999999998,33.800000000000004
M,8,109.00000000000001,90,30,156.1,75.9,32.5,43.2
I,8,109.00000000000001,86,28.000000000000004,154.4,57.8,38,52.300000000000004
I,9,110.00000000000001,87,25,148.2,69.6,31.7,41.199999999999996
M,10,110.00000000000001,86,36,165.3,88.1,31.8,45
M,8,110.00000000000001,77,26,145.5,68.60000000000001,32.5,38
I,8,111.00000000000001,86,25,140.1,67.9,27.1,41.9
M,11,112.00000000000001,90,28.999999999999996,187.1,85,32.9,54.50000000000001
I,9,112.99999999999999,93,30,236.3,116.19999999999999,44.3,61.9
M,10,113.99999999999999,89,32,202.89999999999998,103.2,32.800000000000004,60
F,10,114.99999999999999,96,34,220.00000000000003,101.2,49.7,62
M,11,117,102,32,243.6,127.8,48.199999999999996,60
M,8,118,90,31,174.8,73.8,42.699999999999996,48
I,10,119,95,31,196.8,97.3,36.8,55.1
M,9,120,94,26,202.1,84.6,43.8,59.599999999999994
M,9,122,73,31,215.3,97.6,49.8,54
M,11,123,95,41,267.4,119.9,56.3,74
M,12,125,100,36,274.1,129,60.6,74.1
F,11,125,98,38,340.3,149.3,82.1,77.10000000000001
M,11,126,97,36,248.70000000000002,103.49999999999999,61.6,74
M,13,126,106,35,282.7,133.4,58.9,71.1
F,11,127,97,31,214.6,93.4,39.5,70
F,12,127,100,35,295.40000000000003,136.8,60.099999999999994,78
M,9,127,100,36,258.3,118.8,53.900000000000006,74
F,9,130,99,32,262.1,115.39999999999999,66.3,71
M,9,134,105,36,298.3,145.6,68.60000000000001,76.2
F,9,135,104,35,298.8,147.3,61.1,74
F,11,135,102,30,239.29999999999998,95,60.8,77.2
M,11,136,109.00000000000001,37,334.4,141.5,72.8,96
M,10,140,109.00000000000001,43,382.5,176.5,87.7,101.2
F,11,142,109.00000000000001,35,381.4,174.5,91.3,95
F,9,143,112.99999999999999,36,358,168.79999999999998,70.7,107.69999999999999
F,11,144,118,41,349.90000000000003,155.1,84.5,96
I,7,84,61,20,68.30000000000001,32.9,15.5,17.2
I,7,96,70,20,103.8,47.3,25.5,25.2
M,8,96,73,26,106.1,48.1,25.4,27.800000000000004
M,9,102,82,31,256.5,113.79999999999998,58.199999999999996,75.9
I,8,103,80,28.000000000000004,143.3,69.89999999999999,31.900000000000002,35.699999999999996
F,9,112.00000000000001,84,36,332.90000000000003,155.1,70,90.5
I,8,112.00000000000001,84,28.000000000000004,167.4,82.8,42.8,40
F,9,113.99999999999999,90,30,192.9,106.2,37.8,41.8
F,10,121,93,31,220.00000000000003,109.4,53.300000000000004,51.7
M,9,125,96,32,248.3,131.5,52.5,55.7
F,9,128,101,35,263.7,123.70000000000002,60.4,66.3
M,9,130,105,37,269.09999999999997,117.19999999999999,55.60000000000001,77.3
I,4,60,43,10,23.7,9.6,4.5,8.4
M,7,70,53,18,39.4,14.6,7.3,15.4
I,9,91,70,26,94.5,43,14.899999999999999,30
I,8,92,73,22,89.9,35.099999999999994,20.4,30
I,8,98,75,23,111.4,45.5,26.700000000000003,35.3
I,8,100,77,24,103.2,39.4,26.1,33
I,9,108,83,27,141.79999999999998,63.9,34.8,37
M,11,110.00000000000001,84,28.999999999999996,147.70000000000002,64.2,29.7,50.4
I,10,110.00000000000001,89,22,158.7,75.6,28.4,52
M,8,111.00000000000001,87,28.999999999999996,184.1,80.80000000000001,45.5,51
I,10,113.99999999999999,85,28.000000000000004,153.1,66.2,28.000000000000004,48
M,10,115.99999999999999,90,28.000000000000004,164.79999999999998,69.3,35.3,52.6
I,11,115.99999999999999,85,28.999999999999996,166,75.8,32.1,51.5
I,10,117,94,34,197,73.9,47.9,63
M,11,117,90,30,199.4,81.10000000000001,56.599999999999994,50.2
F,9,119,91,28.000000000000004,182.8,77.9,44.5,54.2
F,11,120,100,34,225.99999999999997,88.1,53.400000000000006,67
F,9,123,99,31,216.1,104,38,64
M,11,126,101,31,221,98.4,45.2,65
M,11,126,98,31,245.8,107,57.99999999999999,67
F,10,127,99,35,247.10000000000002,104.1,61.7,69.39999999999999
F,10,129,107,38,247.9,93.60000000000001,47.699999999999996,84.8
F,11,130,101,33,271.4,114.5,56.2,86
M,13,131,105,36,280.4,124.8,58.699999999999996,73
F,13,131,100,44,271.8,128.4,65.10000000000001,81
M,11,134,107,38,333.8,149.3,58.699999999999996,101.6
M,11,134,105,40,348.09999999999997,124.10000000000001,59.4,131.4
M,10,139,106,42,302,132.8,81.89999999999999,77
M,11,139,110.00000000000001,39,332.90000000000003,145.4,72,89
M,11,154,121,35,410.1,160.1,105.2,71
I,6,56.00000000000001,43,14.000000000000002,24.8,12.6,4.3,6
I,7,66,46,16,28.000000000000004,11.3,7.3,9.2
I,6,70,50,15,33.900000000000006,16.7,7.1,8.200000000000001
I,7,74,56.00000000000001,18,43.6,19.900000000000002,10.9,12.3
I,8,86,63,23,76.8,37.7,14.299999999999999,22
I,6,87,66,19,78.60000000000001,43.8,15,17.7
I,6,88,70,22,76.1,31.5,17.9,23
M,8,95,74,22,97.89999999999999,43.7,21.4,29.2
M,8,95,72,28.000000000000004,102.69999999999999,48.199999999999996,20.9,31
I,8,96,71,22,89.9,40.2,17.8,28.000000000000004
F,9,112.00000000000001,88,27,160.5,70,32.300000000000004,51.800000000000004
F,11,117,95,33,210.6,91.60000000000001,43.4,60
F,11,117,91,34,198.9,85.1,52.6,56.89999999999999
M,8,77,51,20,63.5,27.400000000000002,13.600000000000001,18.4
I,7,78,62,17,68.8,36.199999999999996,13.900000000000002,15.8
I,7,78,57.99999999999999,20,56.89999999999999,25.1,12.7,16.2
I,7,81,60,17,60.699999999999996,30,10.100000000000001,17.599999999999998
I,10,95,73,23,99.8,46.400000000000006,17.7,31.2
M,9,100,76,25,115.39999999999999,53.800000000000004,25.3,30.7
F,8,103,80,25,123,57.3,24.6,35.3
M,10,104,77,33,158.20000000000002,75,36,36.3
M,10,110.00000000000001,86,26,167.9,63.1,39.1,48.1
